equipment_id,equipment_name,equipment_type,plant_code,work_center,manufacturer,acquisition_date,theoretical_capacity_hour,installation_status
EQ-P03-0256,AOI Inspector II,Inspection,P03,WC-INS-01,Viscom,2024-08-11,117,Active
EQ-P03-0257,Paste Printer Delta,Printing,P03,WC-PRT-01,MPM,2019-09-20,193,Active
EQ-P03-0258,Wave System Plus,Wave Solder,P03,WC-WSL-01,Ersa,2021-01-23,245,Active
EQ-P03-0259,X-Ray Inspector Eta,X-Ray,P03,WC-XRY-01,Creative Electron,2021-09-11,145,Active
EQ-P03-0260,Coating Station E,Coating,P03,WC-COT-01,Speedline,2019-05-11,180,Active
EQ-P03-0261,SMT Line 6,SMT Assembly,P03,WC-SMT-01,Fuji Corporation,2017-02-04,171,Active
EQ-P03-0262,AOI Inspector 5,Test Station,P03,WC-TST-01,Thermotron,2024-04-16,150,Maintenance
EQ-P03-0263,Vision Inspector Plus,Inspection,P03,WC-INS-02,Viscom,2020-02-22,175,Active
EQ-P03-0264,SPI System 6,Inspection,P03,WC-INS-01,Saki,2018-07-23,78,Maintenance
EQ-P03-0265,X-Ray System 1,X-Ray,P03,WC-XRY-01,Nordson,2018-10-05,250,Maintenance
EQ-P03-0266,X-Ray Inspector V,X-Ray,P03,WC-XRY-01,Creative Electron,2024-03-14,184,Active
EQ-P03-0267,X-Ray Inspector Gamma,X-Ray,P03,WC-XRY-01,Viscom,2019-09-10,229,Active
EQ-P03-0268,Assembly Station B,SMT Assembly,P03,WC-SMT-02,Juki,2021-06-25,226,Active
EQ-P03-0269,Wave Solder A,Wave Solder,P03,WC-WSL-01,Nordson,2020-04-18,103,Active
EQ-P03-0270,Reflow System D,Reflow,P03,WC-RFL-02,Rehm,2020-12-16,186,Active
EQ-P03-0271,Coating Station H,Coating,P03,WC-COT-01,GPD Global,2022-12-26,192,Active
EQ-P03-0272,Vision Inspector Prime,Inspection,P03,WC-INS-01,Omron,2022-07-23,172,Active
EQ-P03-0273,Vision Inspector Max,Inspection,P03,WC-INS-01,Omron,2021-11-08,151,Active
EQ-P03-0274,AOI Inspector Zeta,Test Station,P03,WC-TST-01,National Instruments,2022-03-25,163,Active
EQ-P03-0275,Reflow System Ultra,Reflow,P03,WC-RFL-01,Heller Industries,2018-04-22,119,Active
EQ-P03-0276,X-Ray Inspector Delta,X-Ray,P03,WC-XRY-01,Creative Electron,2018-08-08,185,Active
EQ-P03-0277,P&P Unit 6,Pick and Place,P03,WC-PPL-01,Yamaha,2018-01-25,170,Active
EQ-P03-0278,ICT Tester V,Test Station,P03,WC-TST-01,Keysight,2020-10-04,216,Active
EQ-P03-0279,Vision Inspector Delta,Inspection,P03,WC-INS-02,Omron,2017-06-29,72,Active
EQ-P03-0280,Pick and Place I,Pick and Place,P03,WC-PPL-01,Samsung,2016-03-21,95,Maintenance
EQ-P03-0281,SMT Line 3,SMT Assembly,P03,WC-SMT-02,Juki,2016-04-12,59,Active
EQ-P03-0282,X-Ray System 3,X-Ray,P03,WC-XRY-01,Creative Electron,2021-01-06,214,Active
EQ-P03-0283,Reflow System E,Reflow,P03,WC-RFL-02,Heller Industries,2017-01-16,78,Active
EQ-P03-0284,Reflow Oven 6,Reflow,P03,WC-RFL-01,Vitronics Soltec,2017-03-31,125,Active
EQ-P03-0285,P&P Unit Plus,Pick and Place,P03,WC-PPL-02,Fuji Corporation,2022-06-08,72,Active
EQ-P03-0286,Wave Solder 5,Soldering,P03,WC-SOL-01,Heller Industries,2023-05-01,51,Active
EQ-P03-0287,P&P Unit 4,Pick and Place,P03,WC-PPL-02,Assembleon,2019-08-01,235,Active
EQ-P03-0288,AOI Inspector Theta,Inspection,P03,WC-INS-01,Omron,2020-11-22,128,Active
EQ-P03-0289,Wave System 8,Wave Solder,P03,WC-WSL-01,Ersa,2019-03-22,106,Active
EQ-P03-0290,ICT Tester 8,Test Station,P03,WC-TST-01,Nikon Metrology,2021-06-13,229,Active
EQ-P03-0291,Reflow Oven Zeta,Reflow,P03,WC-RFL-01,Rehm,2020-03-21,164,Active
EQ-P03-0292,Coating Station Ultra,Coating,P03,WC-COT-01,Nordson,2020-06-11,101,Active
EQ-P03-0293,ICT Tester Theta,Test Station,P03,WC-TST-02,Koh Young,2018-06-26,102,Active
EQ-P03-0294,Reflow Oven IV,Reflow,P03,WC-RFL-02,BTU International,2024-08-19,181,Active
EQ-P03-0295,X-Ray System Beta,X-Ray,P03,WC-XRY-01,Nikon Metrology,2021-09-03,115,Active
EQ-P03-0296,Pick and Place II,Pick and Place,P03,WC-PPL-01,Samsung,2022-04-01,229,Active
EQ-P03-0297,SMT Line 3,SMT Assembly,P03,WC-SMT-02,Fuji Corporation,2021-07-12,96,Active
EQ-P03-0298,Paste Printer 9,Printing,P03,WC-PRT-02,MPM,2021-11-25,70,Active
EQ-P03-0299,Wave Solder D,Wave Solder,P03,WC-WSL-01,Pillarhouse,2020-02-02,150,Active
EQ-P03-0300,P&P Unit IV,Pick and Place,P03,WC-PPL-01,Yamaha,2018-07-24,234,Active
EQ-P03-0301,Wave Solder IV,Wave Solder,P03,WC-WSL-01,Seho,2022-03-26,89,Active
EQ-P03-0302,Selective Solder Beta,Soldering,P03,WC-SOL-02,BTU International,2023-06-01,102,Active
EQ-P03-0303,X-Ray Inspector H,X-Ray,P03,WC-XRY-01,Nikon Metrology,2017-10-22,61,Active
EQ-P03-0304,Pick and Place A,Pick and Place,P03,WC-PPL-01,Samsung,2020-06-18,124,Active
EQ-P03-0305,X-Ray Inspector 4,X-Ray,P03,WC-XRY-01,Nordson,2016-04-14,86,Maintenance
EQ-P03-0306,Wave System 2,Wave Solder,P03,WC-WSL-01,Pillarhouse,2025-06-06,192,Maintenance
EQ-P03-0307,Test Bench 7,Test Station,P03,WC-TST-02,Nikon Metrology,2018-11-24,221,Active
EQ-P03-0308,Wave System B,Wave Solder,P03,WC-WSL-01,Ersa,2022-10-01,146,Active
EQ-P03-0309,Wave Solder 4,Wave Solder,P03,WC-WSL-01,Seho,2016-06-30,231,Active
EQ-P03-0310,Reflow System Ultra,Reflow,P03,WC-RFL-02,BTU International,2020-03-03,84,Active
EQ-P03-0311,Vision Inspector Zeta,Inspection,P03,WC-INS-02,Nordson,2021-01-25,144,Active
EQ-P03-0312,P&P Unit Gamma,Pick and Place,P03,WC-PPL-02,Yamaha,2016-04-25,68,Active
EQ-P03-0313,X-Ray System F,X-Ray,P03,WC-XRY-01,Creative Electron,2016-05-12,135,Active
EQ-P03-0314,SMT Cell Theta,SMT Assembly,P03,WC-SMT-01,Panasonic,2017-09-26,243,Active
EQ-P03-0315,P&P Unit H,Pick and Place,P03,WC-PPL-01,Samsung,2019-12-03,132,Active
EQ-P03-0316,Paste Printer 1,Printing,P03,WC-PRT-02,Speedline,2022-01-29,181,Active
EQ-P03-0317,Reflow System F,Reflow,P03,WC-RFL-02,BTU International,2021-12-15,130,Active
EQ-P03-0318,X-Ray Inspector 1,X-Ray,P03,WC-XRY-01,Dage,2019-11-28,199,Active
EQ-P03-0319,Stencil Printer 6,Printing,P03,WC-PRT-01,MPM,2023-07-14,147,Active
EQ-P03-0320,P&P Unit Prime,Pick and Place,P03,WC-PPL-02,Assembleon,2017-12-31,214,Active
EQ-P03-0321,Reflow Oven A,Reflow,P03,WC-RFL-02,Heller Industries,2018-01-13,189,Active
EQ-P03-0322,Wave Solder Delta,Wave Solder,P03,WC-WSL-01,Heller Industries,2017-07-17,51,Active
EQ-P03-0323,Pick and Place F,Pick and Place,P03,WC-PPL-01,Yamaha,2020-06-10,166,Active
EQ-P03-0324,X-Ray System Beta,X-Ray,P03,WC-XRY-01,Creative Electron,2026-01-14,186,Active
EQ-P03-0325,SMT Cell 2,SMT Assembly,P03,WC-SMT-03,Fuji Corporation,2020-02-08,123,Active
EQ-P03-0326,Stencil Printer Pro,Printing,P03,WC-PRT-01,Ekra,2024-06-11,111,Active
EQ-P03-0327,Wave System 10,Wave Solder,P03,WC-WSL-01,Ersa,2025-03-24,145,Maintenance
EQ-P03-0328,Reflow Oven 4,Reflow,P03,WC-RFL-01,Rehm,2018-06-11,70,Active
EQ-P03-0329,Assembly Station 9,SMT Assembly,P03,WC-SMT-02,Fuji Corporation,2019-12-01,171,Active
EQ-P03-0330,Assembly Station II,SMT Assembly,P03,WC-SMT-01,Panasonic,2018-11-18,250,Active
EQ-P03-0331,Solder Station F,Soldering,P03,WC-SOL-01,Nordson,2016-05-18,227,Active
EQ-P03-0332,Reflow Oven 2,Reflow,P03,WC-RFL-01,Vitronics Soltec,2020-01-09,194,Active
EQ-P03-0333,Functional Tester B,Test Station,P03,WC-TST-01,National Instruments,2017-09-04,232,Active
EQ-P03-0334,Selective Solder H,Soldering,P03,WC-SOL-01,Pillarhouse,2019-10-04,149,Active
EQ-P03-0335,Wave Solder Zeta,Wave Solder,P03,WC-WSL-01,Ersa,2020-06-30,240,Maintenance
EQ-P03-0336,SMT Line Epsilon,SMT Assembly,P03,WC-SMT-02,Fuji Corporation,2022-04-17,204,Active
EQ-P03-0337,X-Ray Inspector 2,X-Ray,P03,WC-XRY-01,Viscom,2017-04-29,165,Active
EQ-P03-0338,Conformal Coater D,Coating,P03,WC-COT-01,Speedline,2018-06-28,199,Active
EQ-P03-0339,Solder Station Epsilon,Soldering,P03,WC-SOL-02,Nordson,2025-03-11,118,Active
EQ-P03-0340,AOI Inspector Eta,Test Station,P03,WC-TST-02,Nikon Metrology,2025-02-01,51,Maintenance
EQ-P03-0341,Reflow Oven A,Reflow,P03,WC-RFL-02,Vitronics Soltec,2025-02-18,97,Active
EQ-P03-0342,Wave Solder Beta,Wave Solder,P03,WC-WSL-01,Nordson,2025-02-08,140,Active
EQ-P03-0343,X-Ray System Alpha,X-Ray,P03,WC-XRY-01,Creative Electron,2022-11-03,155,Active
EQ-P03-0344,Selective Solder Pro,Soldering,P03,WC-SOL-01,Nordson,2024-03-18,225,Active
EQ-P03-0345,AOI Inspector Prime,Test Station,P03,WC-TST-02,National Instruments,2024-06-23,66,Active
EQ-P03-0346,SPI System Epsilon,Inspection,P03,WC-INS-02,Saki,2022-01-23,114,Maintenance
EQ-P03-0347,Reflow System Eta,Reflow,P03,WC-RFL-01,Rehm,2024-08-05,127,Active
EQ-P03-0348,Paste Printer III,Printing,P03,WC-PRT-02,MPM,2022-05-11,160,Active
EQ-P03-0349,X-Ray System E,X-Ray,P03,WC-XRY-01,Dage,2020-09-27,130,Active
EQ-P03-0350,Paste Printer H,Printing,P03,WC-PRT-02,MPM,2022-06-17,146,Active
EQ-P03-0351,Stencil Printer Max,Printing,P03,WC-PRT-01,MPM,2024-02-05,224,Active
EQ-P03-0352,SMT Line III,SMT Assembly,P03,WC-SMT-03,Juki,2017-03-02,124,Active
EQ-P03-0353,Solder Station 4,Soldering,P03,WC-SOL-02,Ersa,2023-05-26,114,Active
EQ-P03-0354,Paste Printer V,Printing,P03,WC-PRT-01,Speedline,2019-08-02,152,Active
EQ-P03-0355,Paste Printer Max,Printing,P03,WC-PRT-01,ASM,2019-06-15,213,Maintenance
EQ-P03-0356,Solder Station Gamma,Soldering,P03,WC-SOL-02,Heller Industries,2019-10-19,215,Active
EQ-P03-0357,Stencil Printer Alpha,Printing,P03,WC-PRT-02,MPM,2025-01-03,116,Active
EQ-P03-0358,Wave System 8,Wave Solder,P03,WC-WSL-01,Nordson,2021-09-22,168,Active
EQ-P03-0359,X-Ray System Beta,X-Ray,P03,WC-XRY-01,Creative Electron,2020-09-12,76,Active
EQ-P03-0360,Wave Solder 4,Soldering,P03,WC-SOL-01,BTU International,2022-04-07,166,Active
EQ-P03-0361,Wave System Eta,Wave Solder,P03,WC-WSL-01,Seho,2021-03-14,234,Active
EQ-P03-0362,Coating Station Theta,Coating,P03,WC-COT-01,Nordson,2025-11-10,137,Active
EQ-P03-0363,Functional Tester 6,Test Station,P03,WC-TST-01,Koh Young,2019-11-01,159,Maintenance
EQ-P03-0364,Pick and Place II,Pick and Place,P03,WC-PPL-01,Assembleon,2021-09-04,57,Active
EQ-P03-0365,P&P Unit Alpha,Pick and Place,P03,WC-PPL-02,Assembleon,2018-03-18,104,Active
EQ-P03-0366,Selective Solder D,Soldering,P03,WC-SOL-01,Nordson,2022-01-04,133,Active
EQ-P03-0367,Selective Solder 5,Soldering,P03,WC-SOL-02,Pillarhouse,2019-06-02,149,Active
EQ-P03-0368,X-Ray System IV,X-Ray,P03,WC-XRY-01,Nikon Metrology,2019-03-11,94,Active
EQ-P03-0369,Vision Inspector A,Inspection,P03,WC-INS-01,Viscom,2022-08-08,80,Active
EQ-P03-0370,Selective Solder B,Soldering,P03,WC-SOL-02,Heller Industries,2020-05-20,149,Active
EQ-P03-0371,ICT Tester D,Test Station,P03,WC-TST-02,Thermotron,2020-08-27,212,Active
EQ-P03-0372,ICT Tester 3,Test Station,P03,WC-TST-01,Thermotron,2024-07-16,97,Active
EQ-P03-0373,Reflow System Alpha,Reflow,P03,WC-RFL-01,Rehm,2020-09-05,84,Active
EQ-P03-0374,Paste Printer Prime,Printing,P03,WC-PRT-02,ASM,2021-06-14,231,Active
EQ-P03-0375,Reflow Oven G,Reflow,P03,WC-RFL-01,Heller Industries,2022-11-02,58,Active
EQ-P04-0376,Wave System Prime,Wave Solder,P04,WC-WSL-01,Ersa,2019-12-13,180,Active
EQ-P04-0377,Selective Solder Gamma,Soldering,P04,WC-SOL-02,Pillarhouse,2017-08-04,234,Active
EQ-P04-0378,Placement Machine H,Pick and Place,P04,WC-PPL-01,Assembleon,2022-10-10,58,Active
EQ-P04-0379,Coating Station H,Coating,P04,WC-COT-01,Nordson,2023-10-05,238,Active
EQ-P04-0380,Coating Station A,Coating,P04,WC-COT-01,Speedline,2017-04-24,102,Active
EQ-P04-0381,SMT Cell 2,SMT Assembly,P04,WC-SMT-02,Assembleon,2019-06-03,187,Active
EQ-P04-0382,Vision Inspector Eta,Inspection,P04,WC-INS-02,Omron,2024-08-04,242,Active
EQ-P04-0383,SMT Line A,SMT Assembly,P04,WC-SMT-03,Yamaha,2023-04-25,87,Active
EQ-P04-0384,Pick and Place 2,Pick and Place,P04,WC-PPL-02,Assembleon,2019-01-27,156,Active
EQ-P04-0385,Selective Solder 2,Soldering,P04,WC-SOL-02,BTU International,2018-04-28,144,Active
EQ-P04-0386,Reflow Oven IV,Reflow,P04,WC-RFL-01,Vitronics Soltec,2018-12-29,220,Active
EQ-P04-0387,Solder Station II,Soldering,P04,WC-SOL-02,Nordson,2016-11-11,104,Active
EQ-P04-0388,Coating Station Prime,Coating,P04,WC-COT-01,GPD Global,2017-04-10,137,Active
EQ-P04-0389,SMT Cell IV,SMT Assembly,P04,WC-SMT-01,Fuji Corporation,2025-12-06,81,Maintenance
EQ-P04-0390,Test Bench II,Test Station,P04,WC-TST-02,Nikon Metrology,2023-11-05,226,Maintenance
EQ-P04-0391,AOI Inspector 8,Inspection,P04,WC-INS-02,Nordson,2023-04-22,71,Active
EQ-P04-0392,AOI Inspector G,Test Station,P04,WC-TST-02,Keysight,2021-04-19,217,Active
EQ-P04-0393,Wave Solder Epsilon,Soldering,P04,WC-SOL-01,BTU International,2024-08-16,201,Active
EQ-P04-0394,Reflow System Theta,Reflow,P04,WC-RFL-01,BTU International,2016-06-19,158,Active
EQ-P04-0395,Reflow System Zeta,Reflow,P04,WC-RFL-01,BTU International,2017-12-01,76,Active
EQ-P04-0396,Conformal Coater A,Coating,P04,WC-COT-01,GPD Global,2018-12-02,223,Active
EQ-P04-0397,Wave Solder III,Wave Solder,P04,WC-WSL-01,Nordson,2022-03-05,234,Active
EQ-P04-0398,Functional Tester Zeta,Test Station,P04,WC-TST-02,Nikon Metrology,2024-12-26,85,Active
EQ-P04-0399,X-Ray System 5,X-Ray,P04,WC-XRY-01,Viscom,2017-03-29,85,Active
EQ-P04-0400,Selective Solder Beta,Soldering,P04,WC-SOL-02,Heller Industries,2016-08-09,218,Active
EQ-P04-0401,Placement Machine 10,Pick and Place,P04,WC-PPL-01,Samsung,2022-10-19,215,Active
EQ-P04-0402,Pick and Place H,Pick and Place,P04,WC-PPL-02,Assembleon,2020-07-05,213,Active
EQ-P04-0403,Wave System A,Wave Solder,P04,WC-WSL-01,Heller Industries,2021-10-10,195,Active
EQ-P04-0404,Wave Solder Beta,Wave Solder,P04,WC-WSL-01,Pillarhouse,2019-07-12,67,Active
EQ-P04-0405,P&P Unit Plus,Pick and Place,P04,WC-PPL-01,Yamaha,2022-11-25,210,Active
EQ-P04-0406,Stencil Printer Max,Printing,P04,WC-PRT-02,Speedline,2020-01-31,207,Active
EQ-P04-0407,Selective Solder F,Soldering,P04,WC-SOL-01,Pillarhouse,2017-01-19,89,Active
EQ-P04-0408,Paste Printer II,Printing,P04,WC-PRT-01,ASM,2017-12-05,111,Active
EQ-P04-0409,Wave Solder Delta,Soldering,P04,WC-SOL-01,Ersa,2022-08-24,220,Active
EQ-P04-0410,Functional Tester Alpha,Test Station,P04,WC-TST-01,Keysight,2024-04-10,177,Maintenance
EQ-P04-0411,Wave Solder 8,Wave Solder,P04,WC-WSL-01,Nordson,2024-09-09,241,Active
EQ-P04-0412,SPI System II,Inspection,P04,WC-INS-01,Koh Young,2023-01-23,184,Active
EQ-P04-0413,X-Ray System Plus,X-Ray,P04,WC-XRY-01,Nikon Metrology,2022-01-27,64,Active
EQ-P04-0414,X-Ray Inspector 1,X-Ray,P04,WC-XRY-01,Dage,2017-06-10,76,Active
EQ-P04-0415,Solder Station Alpha,Soldering,P04,WC-SOL-01,Heller Industries,2023-05-16,61,Active
EQ-P04-0416,Stencil Printer Ultra,Printing,P04,WC-PRT-01,Ekra,2017-02-08,232,Active
EQ-P04-0417,Stencil Printer I,Printing,P04,WC-PRT-02,Ekra,2018-01-13,131,Active
EQ-P04-0418,Solder Station Plus,Soldering,P04,WC-SOL-02,Nordson,2018-07-25,63,Active
EQ-P04-0419,Wave Solder IV,Wave Solder,P04,WC-WSL-01,Heller Industries,2016-05-26,122,Active
EQ-P04-0420,Vision Inspector IV,Inspection,P04,WC-INS-01,Omron,2026-01-09,144,Active
EQ-P04-0421,X-Ray System 8,X-Ray,P04,WC-XRY-01,Nordson,2019-06-24,176,Maintenance
EQ-P04-0422,Pick and Place Alpha,Pick and Place,P04,WC-PPL-01,Samsung,2021-07-07,56,Active
EQ-P04-0423,Coating Station 9,Coating,P04,WC-COT-01,Nordson,2016-08-04,238,Active
EQ-P04-0424,Wave Solder Prime,Soldering,P04,WC-SOL-01,Heller Industries,2025-06-10,86,Active
EQ-P04-0425,Selective Solder I,Soldering,P04,WC-SOL-01,BTU International,2018-04-03,145,Active
EQ-P04-0426,Selective Solder A,Soldering,P04,WC-SOL-01,Nordson,2018-12-19,150,Active
EQ-P04-0427,X-Ray Inspector H,X-Ray,P04,WC-XRY-01,Nikon Metrology,2022-11-04,116,Active
EQ-P04-0428,Paste Printer 2,Printing,P04,WC-PRT-02,MPM,2023-06-30,69,Maintenance
EQ-P04-0429,Functional Tester Eta,Test Station,P04,WC-TST-01,Thermotron,2024-04-08,165,Active
EQ-P04-0430,Stencil Printer III,Printing,P04,WC-PRT-02,DEK,2022-08-28,168,Active
EQ-P04-0431,Selective Solder 4,Soldering,P04,WC-SOL-01,BTU International,2016-11-05,230,Active
EQ-P04-0432,SMT Line Zeta,SMT Assembly,P04,WC-SMT-02,Panasonic,2018-02-20,113,Maintenance
EQ-P04-0433,Paste Printer 1,Printing,P04,WC-PRT-01,ASM,2016-11-30,94,Active
EQ-P04-0434,Stencil Printer IV,Printing,P04,WC-PRT-01,Speedline,2024-12-20,85,Active
EQ-P04-0435,SMT Line 10,SMT Assembly,P04,WC-SMT-01,Panasonic,2021-12-09,225,Active
EQ-P04-0436,Solder Station Beta,Soldering,P04,WC-SOL-02,Nordson,2025-05-22,100,Maintenance
EQ-P04-0437,Reflow System Theta,Reflow,P04,WC-RFL-01,Heller Industries,2025-08-20,168,Active
EQ-P04-0438,X-Ray System Beta,X-Ray,P04,WC-XRY-01,Viscom,2021-10-27,224,Active
EQ-P04-0439,Conformal Coater 2,Coating,P04,WC-COT-01,Asymtek,2021-02-10,88,Active
EQ-P04-0440,X-Ray System Prime,X-Ray,P04,WC-XRY-01,Creative Electron,2021-06-29,190,Active
EQ-P04-0441,Solder Station I,Soldering,P04,WC-SOL-02,Pillarhouse,2023-11-17,214,Active
EQ-P04-0442,Wave System 7,Wave Solder,P04,WC-WSL-01,Pillarhouse,2020-09-25,189,Active
EQ-P04-0443,Conformal Coater 2,Coating,P04,WC-COT-01,Speedline,2024-02-05,56,Active
EQ-P04-0444,Pick and Place V,Pick and Place,P04,WC-PPL-02,Yamaha,2020-03-05,141,Active
EQ-P04-0445,Pick and Place H,Pick and Place,P04,WC-PPL-01,Fuji Corporation,2023-02-15,186,Active
EQ-P04-0446,Assembly Station 7,SMT Assembly,P04,WC-SMT-03,Panasonic,2016-09-13,94,Active
EQ-P04-0447,X-Ray Inspector 7,X-Ray,P04,WC-XRY-01,Nordson,2019-09-30,194,Active
EQ-P04-0448,Pick and Place Prime,Pick and Place,P04,WC-PPL-02,Assembleon,2025-09-08,73,Active
EQ-P04-0449,X-Ray System Alpha,X-Ray,P04,WC-XRY-01,Dage,2022-05-24,207,Active
EQ-P04-0450,AOI Inspector Delta,Test Station,P04,WC-TST-01,National Instruments,2025-11-13,87,Active
EQ-P04-0451,Test Bench 8,Test Station,P04,WC-TST-02,Keysight,2018-03-19,219,Active
EQ-P04-0452,Wave Solder A,Soldering,P04,WC-SOL-02,Pillarhouse,2024-05-06,237,Maintenance
EQ-P04-0453,Reflow System G,Reflow,P04,WC-RFL-01,Vitronics Soltec,2018-08-25,200,Active
EQ-P04-0454,Stencil Printer D,Printing,P04,WC-PRT-02,MPM,2017-12-09,50,Maintenance
EQ-P04-0455,X-Ray Inspector 5,X-Ray,P04,WC-XRY-01,Viscom,2017-01-16,206,Active
EQ-P04-0456,X-Ray Inspector 6,X-Ray,P04,WC-XRY-01,Nikon Metrology,2017-10-03,69,Active
EQ-P04-0457,Conformal Coater III,Coating,P04,WC-COT-01,Asymtek,2025-12-26,117,Active
EQ-P04-0458,Solder Station Alpha,Soldering,P04,WC-SOL-02,Pillarhouse,2025-07-28,148,Active
EQ-P04-0459,Paste Printer 9,Printing,P04,WC-PRT-02,Ekra,2022-03-05,189,Active
EQ-P04-0460,Reflow Oven III,Reflow,P04,WC-RFL-01,Rehm,2025-04-15,58,Active
EQ-P04-0461,Coating Station 6,Coating,P04,WC-COT-01,GPD Global,2024-03-16,146,Active
EQ-P04-0462,Wave Solder V,Soldering,P04,WC-SOL-01,Nordson,2018-03-19,57,Active
EQ-P04-0463,Functional Tester Delta,Test Station,P04,WC-TST-02,Thermotron,2024-12-23,134,Active
EQ-P04-0464,Placement Machine 3,Pick and Place,P04,WC-PPL-02,Assembleon,2022-10-11,110,Active
EQ-P04-0465,Stencil Printer Delta,Printing,P04,WC-PRT-02,ASM,2022-01-25,50,Active
EQ-P04-0466,AOI Inspector Eta,Inspection,P04,WC-INS-02,Viscom,2025-10-28,102,Active
EQ-P04-0467,AOI Inspector 4,Inspection,P04,WC-INS-02,Koh Young,2017-04-24,151,Active
EQ-P04-0468,AOI Inspector 8,Inspection,P04,WC-INS-02,Koh Young,2016-03-08,147,Active
EQ-P04-0469,Reflow System IV,Reflow,P04,WC-RFL-02,BTU International,2023-02-28,107,Active
EQ-P04-0470,X-Ray Inspector Zeta,X-Ray,P04,WC-XRY-01,Nikon Metrology,2018-08-15,138,Active
EQ-P04-0471,Stencil Printer 9,Printing,P04,WC-PRT-01,ASM,2016-12-07,183,Active
EQ-P04-0472,Wave System 4,Wave Solder,P04,WC-WSL-01,Seho,2025-03-24,151,Maintenance
EQ-P04-0473,SMT Cell B,SMT Assembly,P04,WC-SMT-03,Assembleon,2024-10-06,243,Active
EQ-P04-0474,Functional Tester Gamma,Test Station,P04,WC-TST-01,Koh Young,2021-05-13,70,Maintenance
EQ-P04-0475,Paste Printer 5,Printing,P04,WC-PRT-01,Ekra,2017-12-16,67,Active
EQ-P04-0476,Wave System Pro,Wave Solder,P04,WC-WSL-01,Seho,2020-12-22,53,Active
EQ-P04-0477,X-Ray Inspector I,X-Ray,P04,WC-XRY-01,Creative Electron,2024-06-08,87,Active
EQ-P04-0478,X-Ray Inspector 3,X-Ray,P04,WC-XRY-01,Nikon Metrology,2016-05-20,187,Active
EQ-P04-0479,Paste Printer V,Printing,P04,WC-PRT-02,MPM,2025-09-10,94,Active
EQ-P04-0480,Test Bench 10,Test Station,P04,WC-TST-02,Thermotron,2016-02-20,134,Active
EQ-P04-0481,Assembly Station Beta,SMT Assembly,P04,WC-SMT-02,Juki,2022-04-29,127,Active
EQ-P04-0482,Reflow Oven 4,Reflow,P04,WC-RFL-01,BTU International,2017-10-09,163,Active
EQ-P04-0483,Coating Station E,Coating,P04,WC-COT-01,GPD Global,2021-02-27,104,Maintenance
EQ-P04-0484,Stencil Printer Plus,Printing,P04,WC-PRT-02,Speedline,2017-03-28,90,Active
EQ-P04-0485,Wave Solder D,Wave Solder,P04,WC-WSL-01,Seho,2023-12-14,101,Active
EQ-P04-0486,Pick and Place 8,Pick and Place,P04,WC-PPL-02,Yamaha,2018-03-18,100,Active
EQ-P04-0487,Reflow Oven Beta,Reflow,P04,WC-RFL-02,Rehm,2023-05-27,145,Active
EQ-P04-0488,Reflow System 7,Reflow,P04,WC-RFL-02,Heller Industries,2024-04-12,116,Active
EQ-P04-0489,Wave Solder Delta,Soldering,P04,WC-SOL-01,Pillarhouse,2024-04-14,196,Active
EQ-P04-0490,Placement Machine F,Pick and Place,P04,WC-PPL-01,Fuji Corporation,2023-02-04,216,Active
EQ-P04-0491,SMT Line D,SMT Assembly,P04,WC-SMT-02,Fuji Corporation,2019-05-16,52,Active
EQ-P04-0492,X-Ray System 9,X-Ray,P04,WC-XRY-01,Nordson,2016-07-24,139,Active
EQ-P04-0493,Placement Machine Pro,Pick and Place,P04,WC-PPL-02,Assembleon,2016-11-13,209,Active
EQ-P04-0494,Selective Solder 3,Soldering,P04,WC-SOL-02,BTU International,2022-10-07,225,Active
EQ-P04-0495,Selective Solder 5,Soldering,P04,WC-SOL-02,Pillarhouse,2016-06-14,120,Active
EQ-P04-0496,Vision Inspector H,Inspection,P04,WC-INS-01,Nordson,2025-06-23,203,Active
EQ-P04-0497,Conformal Coater 3,Coating,P04,WC-COT-01,Asymtek,2023-03-16,157,Active
EQ-P04-0498,SMT Cell E,SMT Assembly,P04,WC-SMT-03,Assembleon,2022-04-07,235,Active
EQ-P04-0499,Wave System C,Wave Solder,P04,WC-WSL-01,Seho,2016-09-07,218,Active
EQ-P04-0500,ICT Tester A,Test Station,P04,WC-TST-01,National Instruments,2017-10-21,116,Active
EQ-P05-0501,Wave Solder G,Wave Solder,P05,WC-WSL-01,Pillarhouse,2022-02-16,107,Active
EQ-P05-0502,SPI System 1,Inspection,P05,WC-INS-02,Saki,2019-07-19,125,Active
EQ-P05-0503,Selective Solder Epsilon,Soldering,P05,WC-SOL-01,Ersa,2020-10-25,99,Active
EQ-P05-0504,Paste Printer Delta,Printing,P05,WC-PRT-02,ASM,2016-05-07,88,Active
EQ-P05-0505,Placement Machine IV,Pick and Place,P05,WC-PPL-02,Juki,2024-07-04,130,Active
EQ-P05-0506,AOI Inspector D,Test Station,P05,WC-TST-02,Keysight,2022-08-07,212,Active
EQ-P05-0507,Reflow Oven C,Reflow,P05,WC-RFL-01,Vitronics Soltec,2020-08-15,245,Active
EQ-P05-0508,ICT Tester 10,Test Station,P05,WC-TST-02,Thermotron,2021-04-20,172,Active
EQ-P05-0509,SMT Cell 8,SMT Assembly,P05,WC-SMT-01,Assembleon,2025-12-15,132,Active
